Ticker,Sector,Industry
CANFINHOME.NS,Finance,Finance/Rental/Leasing
CANHLIFE.NS,Finance,Life/Health Insurance
CANTABIL.NS,Consumer Non-Durables,Apparel/Footwear
CAPACITE.NS,Industrial Services,Engineering & Construction
CAPILLARY.NS,Technology Services,Packaged Software
CAPINVIT.NS,Industrial Services,Engineering & Construction
CAPITALSFB.NS,Finance,Regional Banks
CAPLIPOINT.NS,Health Technology,Pharmaceuticals: Major
CAPTRUST.NS,Finance,Finance/Rental/Leasing
CARBORUNIV.NS,Process Industries,Industrial Specialties
CARERATING.NS,Commercial Services,Financial Publishing/Services
CARRARO.NS,Producer Manufacturing,Auto Parts: OEM
CARTRADE.NS,Technology Services,Internet Software/Services
CARYSIL.NS,Consumer Durables,Home Furnishings
CASTROLIND.NS,Energy Minerals,Oil Refining/Marketing
CBAZAAR.NS,Retail Trade,Apparel/Footwear Retail
CCAVENUE.NS,Commercial Services,Miscellaneous Commercial Services
CCCL.NS,Industrial Services,Engineering & Construction
CCHHL.NS,Consumer Services,Other Consumer Services
CCL.NS,Consumer Non-Durables,Food: Specialty/Candy
CDSL.NS,Finance,Investment Banks/Brokers
CEATLTD.NS,Consumer Durables,Automotive Aftermarket
CEDAAR.NS,Process Industries,Textiles
CEIGALL.NS,Industrial Services,Engineering & Construction
CEINSYS.NS,Industrial Services,Engineering & Construction
CELEBRITY.NS,Consumer Non-Durables,Apparel/Footwear
CELLECOR.NS,Consumer Durables,Electronics/Appliances
CELLO.NS,Consumer Durables,Home Furnishings
CELLPOINT.NS,Retail Trade,Electronics/Appliance Stores
CEMPRO.NS,Industrial Services,Engineering & Construction
CENTENKA.NS,Process Industries,Chemicals: Specialty
CENTEXT.NS,Producer Manufacturing,Metal Fabrication
CENTRALBK.NS,Finance,Major Banks
CENTRUM.NS,Finance,Investment Managers
CENTUM.NS,Electronic Technology,Electronic Components
CENTURYPLY.NS,Producer Manufacturing,Building Products
CERA.NS,Consumer Durables,Home Furnishings
CEREBRAINT.NS,Electronic Technology,Computer Peripherals
CESC.NS,Utilities,Electric Utilities
CEWATER.NS,Industrial Services,Environmental Services
CFEL.NS,Process Industries,Textiles
CGCL.NS,Finance,Finance/Rental/Leasing
CGPOWER.NS,Producer Manufacturing,Electrical Products
CGRAPHICS.NS,Commercial Services,Commercial Printing/Forms
CGVAK.NS,Technology Services,Information Technology Services
CHALET.NS,Consumer Services,Hotels/Resorts/Cruise lines
CHAMBLFERT.NS,Process Industries,Chemicals: Specialty
CHAMUNDA.NS,Industrial Services,Engineering & Construction
CHANDAN.NS,Health Services,Medical/Nursing Services
CHAVDA.NS,Consumer Durables,Homebuilding
CHEMBOND.NS,Process Industries,Chemicals: Major Diversified
CHEMBONDCH.NS,Process Industries,Chemicals: Major Diversified
CHEMCON.NS,Process Industries,Chemicals: Specialty
CHEMCRUX.NS,Process Industries,Chemicals: Major Diversified
CHEMFAB.NS,Process Industries,Chemicals: Specialty
CHEMPLASTS.NS,Process Industries,Chemicals: Major Diversified
CHENNPETRO.NS,Energy Minerals,Oil Refining/Marketing
CHETANA.NS,Consumer Services,Publishing: Books/Magazines
CHEVIOT.NS,Process Industries,Textiles
CHOICEIN.NS,Commercial Services,Miscellaneous Commercial Services
CHOLAFIN.NS,Finance,Finance/Rental/Leasing
CHOLAHLDNG.NS,Finance,Finance/Rental/Leasing
CIEINDIA.NS,Producer Manufacturing,Auto Parts: OEM
CIFL.NS,Finance,Finance/Rental/Leasing
CINELINE.NS,Consumer Services,Movies/Entertainment
CINEVISTA.NS,Consumer Services,Movies/Entertainment
CIPLA.NS,Health Technology,Pharmaceuticals: Other
CKKRETAIL.NS,Distribution Services,Food Distributors
CLASSICEIL.NS,Producer Manufacturing,Industrial Machinery
CLAYCRAFT.NS,Consumer Durables,Home Furnishings
CLCIND.NS,Process Industries,Textiles
CLEAN.NS,Process Industries,Chemicals: Specialty
CLEANMAX.NS,Utilities,Alternative Power Generation
CLEDUCATE.NS,Commercial Services,Miscellaneous Commercial Services
CLSEL.NS,Process Industries,Agricultural Commodities/Milling
CLSL.NS,Process Industries,Chemicals: Agricultural
CMICABLES.NS,Producer Manufacturing,Electrical Products
CMLL.NS,Energy Minerals,Coal
CMNL.NS,Non-Energy Minerals,Steel
CMPDI.NS,Commercial Services,Miscellaneous Commercial Services
CMRGREEN.NS,Producer Manufacturing,Metal Fabrication
CMRSL.NS,Technology Services,Data Processing Services
CMSINFO.NS,Finance,Investment Managers
CNL.NS,Distribution Services,Electronics Distributors
COALINDIA.NS,Energy Minerals,Coal
COASTCORP.NS,Transportation,Marine Shipping
COCHINSHIP.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
COCKERILL.NS,Non-Energy Minerals,Steel
COFFEEDAY.NS,Consumer Services,Restaurants
COFORGE.NS,Technology Services,Information Technology Services
COHANCE.NS,Health Technology,Pharmaceuticals: Major
COLPAL.NS,Consumer Non-Durables,Household/Personal Care
COMFINTE.NS,Commercial Services,Miscellaneous Commercial Services
COMMITTED.NS,Transportation,Trucking
COMPEAU.NS,Retail Trade,Specialty Stores
COMPINFO.NS,Technology Services,Information Technology Services
COMPUSOFT.NS,Technology Services,Information Technology Services
COMSYN.NS,Process Industries,Containers/Packaging
CONCOR.NS,Transportation,Railroads
CONCORDBIO.NS,Commercial Services,Miscellaneous Commercial Services
CONFIPET.NS,Retail Trade,Specialty Stores
CONNPLEX.NS,Consumer Services,Movies/Entertainment
CONSOFINVT.NS,Finance,Financial Conglomerates
CONTI.NS,Non-Energy Minerals,Forest Products
CONTROLPR.NS,Electronic Technology,Computer Peripherals
COOLCAPS.NS,Producer Manufacturing,Miscellaneous Manufacturing
CORALFINAC.NS,Finance,Investment Managers
CORDELIA.NS,Consumer Services,Hotels/Resorts/Cruise lines
CORDSCABLE.NS,Producer Manufacturing,Electrical Products
COROMANDEL.NS,Process Industries,Chemicals: Specialty
CORONA.NS,Health Technology,Pharmaceuticals: Major
COSMOFIRST.NS,Process Industries,Containers/Packaging
COUNCODOS.NS,Finance,Real Estate Development
CPCAP.NS,Consumer Services,Other Consumer Services
CPEDU.NS,Commercial Services,Miscellaneous Commercial Services
CPL.NS,Producer Manufacturing,Miscellaneous Manufacturing
CPPLUS.NS,Consumer Durables,Electronics/Appliances
CPS.NS,Consumer Non-Durables,Apparel/Footwear
CRAFTSMAN.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
CRAMC.NS,Finance,Investment Managers
CRAVATEX.NS,Retail Trade,Apparel/Footwear Retail
CRAYONS.NS,Commercial Services,Advertising/Marketing Services
CREATIVEYE.NS,Consumer Services,Movies/Entertainment
CREDENT.NS,Transportation,Air Freight/Couriers
CREDITACC.NS,Finance,Finance/Rental/Leasing
CREST.NS,Finance,Investment Managers
CRISIL.NS,Technology Services,Internet Software/Services
CRIZAC.NS,Technology Services,Internet Software/Services
CROMPTON.NS,Producer Manufacturing,Industrial Machinery
CROWN.NS,Finance,Finance/Rental/Leasing
CRSL.NS,Technology Services,Information Technology Services
CSBBANK.NS,Finance,Major Banks
CSLFINANCE.NS,Finance,Investment Banks/Brokers
CSM.NS,Technology Services,Information Technology Services
CSSL.NS,Commercial Services,Miscellaneous Commercial Services
CTE.NS,Technology Services,Information Technology Services
CUB.NS,Finance,Regional Banks
CUBEINVIT.NS,Miscellaneous,Investment Trusts/Mutual Funds
CUBEXTUB.NS,Non-Energy Minerals,Other Metals/Minerals
CUDML.NS,Commercial Services,Advertising/Marketing Services
CUMMINSIND.NS,Producer Manufacturing,Auto Parts: OEM
CUPID.NS,Consumer Non-Durables,Household/Personal Care
CURAA.NS,Technology Services,Information Technology Services
CURIS.NS,Health Technology,Pharmaceuticals: Major
CURRENT.NS,Industrial Services,Engineering & Construction
CYBERMEDIA.NS,Consumer Services,Publishing: Books/Magazines
CYBERTECH.NS,Technology Services,Information Technology Services
CYIENT.NS,Technology Services,Packaged Software
CYIENTDLM.NS,Electronic Technology,Electronic Production Equipment
DABUR.NS,Consumer Non-Durables,Household/Personal Care
DAICHI.NS,Process Industries,Chemicals: Specialty
DALBHARAT.NS,Producer Manufacturing,Miscellaneous Manufacturing
DALMIASUG.NS,Process Industries,Agricultural Commodities/Milling
DAMCAPITAL.NS,Finance,Regional Banks
DAMODARIND.NS,Process Industries,Textiles
DANGEE.NS,Consumer Non-Durables,Food: Specialty/Candy
DANISH.NS,Producer Manufacturing,Electrical Products
DATAMATICS.NS,Technology Services,Packaged Software
DATAPATTNS.NS,Electronic Technology,Electronic Production Equipment
DAVANGERE.NS,Process Industries,Agricultural Commodities/Milling
DBCORP.NS,Consumer Services,Publishing: Newspapers
DBEIL.NS,Industrial Services,Engineering & Construction
DBL.NS,Industrial Services,Engineering & Construction
DBOL.NS,Process Industries,Agricultural Commodities/Milling
DBREALTY.NS,Finance,Real Estate Development
DBSTOCKBRO.NS,Finance,Investment Banks/Brokers
DCAL.NS,Health Technology,Pharmaceuticals: Major
DCBBANK.NS,Finance,Regional Banks
DCCL.NS,Finance,Finance/Rental/Leasing
DCG.NS,Non-Energy Minerals,Other Metals/Minerals
DCI.NS,Electronic Technology,Telecommunications Equipment
DCM.NS,Technology Services,Information Technology Services
DCMFINSERV.NS,Finance,Finance/Rental/Leasing
DCMNVL.NS,Process Industries,Textiles
DCMSHRIRAM.NS,Producer Manufacturing,Industrial Conglomerates
DCMSIL.NS,Process Industries,Textiles
DCMSRIND.NS,Process Industries,Agricultural Commodities/Milling
DCW.NS,Process Industries,Chemicals: Specialty
DCXINDIA.NS,Producer Manufacturing,Electrical Products
DDEVPLSTIK.NS,Process Industries,Chemicals: Major Diversified
DECCANCE.NS,Non-Energy Minerals,Construction Materials
DECCANTRAN.NS,Transportation,Air Freight/Couriers
DECNGOLD.NS,Non-Energy Minerals,Precious Metals
DEEDEV.NS,Producer Manufacturing,Industrial Machinery
DEEM.NS,Non-Energy Minerals,Steel
DEEP.NS,Process Industries,Chemicals: Specialty
DEEPA.NS,,
DEEPAKFERT.NS,Process Industries,Chemicals: Agricultural
DEEPAKNTR.NS,Process Industries,Chemicals: Specialty
DEEPINDS.NS,Industrial Services,Oilfield Services/Equipment
DELAPLEX.NS,Technology Services,Information Technology Services
DELHIVERY.NS,Transportation,Air Freight/Couriers
DELPHIFX.NS,Commercial Services,Miscellaneous Commercial Services
DELTACORP.NS,Consumer Services,Movies/Entertainment
DELTAMAGNT.NS,Producer Manufacturing,Metal Fabrication
DELTIC.NS,Consumer Durables,Motor Vehicles
DEN.NS,Consumer Services,Cable/Satellite TV
DENEERS.NS,Distribution Services,Wholesale Distributors
DENORA.NS,Electronic Technology,Electronic Equipment/Instruments
DENTA.NS,Industrial Services,Engineering & Construction
DENTALKART.NS,Retail Trade,Specialty Stores
DEVIT.NS,Technology Services,Information Technology Services
DEVX.NS,Finance,Real Estate Development
DEVYANI.NS,Consumer Services,Restaurants
DGCONTENT.NS,Commercial Services,Commercial Printing/Forms
DHABRIYA.NS,Producer Manufacturing,Miscellaneous Manufacturing
DHAMPURSUG.NS,Process Industries,Agricultural Commodities/Milling
DHANBANK.NS,Finance,Major Banks
DHANLAXMI.NS,Process Industries,Agricultural Commodities/Milling
DHANSA.NS,Process Industries,Chemicals: Agricultural
DHANUKA.NS,Process Industries,Chemicals: Specialty
DHARAN.NS,Finance,Real Estate Development
DHARARAIL.NS,Industrial Services,Engineering & Construction
DHARIWAL.NS,Consumer Non-Durables,Household/Personal Care
DHARMAJ.NS,Process Industries,Chemicals: Agricultural
DHATRE.NS,Non-Energy Minerals,Steel
DHOOTTRANS.NS,Producer Manufacturing,Electrical Products
DHRUV.NS,Industrial Services,Engineering & Construction
DHTL.NS,Technology Services,Internet Software/Services
DHUNINV.NS,Process Industries,Chemicals: Specialty
DIACABS.NS,Producer Manufacturing,Electrical Products
DIAMINESQ.NS,Process Industries,Chemicals: Major Diversified
DIAMONDYD.NS,Consumer Non-Durables,Food: Specialty/Candy
DICIND.NS,Process Industries,Industrial Specialties
DIFFNKG.NS,Producer Manufacturing,Industrial Machinery
DIGIDRIVE.NS,Retail Trade,Specialty Stores
DIGIKORE.NS,Consumer Services,Movies/Entertainment
DIGISPICE.NS,Technology Services,Packaged Software
DIGITIDE.NS,Commercial Services,Miscellaneous Commercial Services
DIGJAMLMTD.NS,Process Industries,Textiles
DIL.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
DISAQ.NS,Producer Manufacturing,Industrial Machinery
DISHTV.NS,Communications,Specialty Telecommunications
DIVGIITTS.NS,Producer Manufacturing,Auto Parts: OEM
DIVINEHIRA.NS,Consumer Durables,Other Consumer Specialties
DIVISLAB.NS,Health Technology,Pharmaceuticals: Major
DIVYADHAN.NS,Process Industries,Textiles
DIXON.NS,Electronic Technology,Electronic Production Equipment
DJML.NS,Commercial Services,Commercial Printing/Forms
DKEGL.NS,Process Industries,Containers/Packaging
DLF.NS,Finance,Real Estate Development
DLINKINDIA.NS,Electronic Technology,Telecommunications Equipment
DMART.NS,Retail Trade,Specialty Stores
DMCC.NS,Process Industries,Chemicals: Major Diversified
DNAMEDIA.NS,Consumer Services,Publishing: Newspapers
DODLA.NS,Consumer Non-Durables,Food: Meat/Fish/Dairy
DOLATALGO.NS,Finance,Investment Banks/Brokers
DOLLAR.NS,Consumer Non-Durables,Apparel/Footwear
DOLLEX.NS,Process Industries,Agricultural Commodities/Milling
DOLPHIN.NS,Industrial Services,Oilfield Services/Equipment
DOMS.NS,Producer Manufacturing,Office Equipment/Supplies
DONEAR.NS,Process Industries,Textiles
DPABHUSHAN.NS,Retail Trade,Specialty Stores
DPEL.NS,Producer Manufacturing,Electrical Products
DPSCLTD.NS,Utilities,Electric Utilities
DPWIRES.NS,Producer Manufacturing,Metal Fabrication
DRAGARWQ.NS,Health Services,Medical/Nursing Services
DRCSYSTEMS.NS,Technology Services,Packaged Software
DREAMFOLKS.NS,Transportation,Other Transportation
DREDGECORP.NS,Transportation,Marine Shipping
DRONE.NS,Electronic Technology,Aerospace & Defense
DRREDDY.NS,Health Technology,Pharmaceuticals: Major
DRSDILIP.NS,Transportation,Trucking
DSFCL.NS,Process Industries,Chemicals: Major Diversified
DSKULKARNI.NS,Finance,Real Estate Development
DSSL.NS,Technology Services,Information Technology Services
DTIL.NS,Process Industries,Agricultural Commodities/Milling
DTL.NS,Technology Services,Information Technology Services
DUCOL.NS,Process Industries,Chemicals: Specialty
DUCON.NS,Distribution Services,Electronics Distributors
DUGLOBAL.NS,Commercial Services,Miscellaneous Commercial Services
DURLAX.NS,Producer Manufacturing,Miscellaneous Manufacturing
DVL.NS,Consumer Non-Durables,Food: Major Diversified
DWARKESH.NS,Process Industries,Agricultural Commodities/Milling
DYCL.NS,Producer Manufacturing,Electrical Products
DYNAMATECH.NS,Producer Manufacturing,Industrial Machinery
DYNAMIC.NS,Commercial Services,Miscellaneous Commercial Services
DYNPRO.NS,Consumer Non-Durables,Food: Specialty/Candy
E2E.NS,Technology Services,Information Technology Services
E2ERAIL.NS,Industrial Services,Engineering & Construction
EASEMYTRIP.NS,Consumer Services,Other Consumer Services
EASTSILK.NS,Process Industries,Textiles
EASTWEST.NS,Transportation,Air Freight/Couriers
EBGNG.NS,Technology Services,Information Technology Services
EBIX.NS,Distribution Services,Wholesale Distributors
ECLERX.NS,Commercial Services,Miscellaneous Commercial Services
ECOLINE.NS,Consumer Durables,Home Furnishings
ECORECO.NS,Industrial Services,Environmental Services
ECOSMOBLTY.NS,Finance,Finance/Rental/Leasing
EDELWEISS.NS,Finance,Investment Banks/Brokers
EDUCOMP.NS,Commercial Services,Miscellaneous Commercial Services
EEPL.NS,Producer Manufacturing,Electrical Products
EFACTOR.NS,Commercial Services,Miscellaneous Commercial Services
EFCIL.NS,Distribution Services,Wholesale Distributors
EFFWA.NS,Industrial Services,Environmental Services
EFORCE.NS,Producer Manufacturing,Building Products
EICHERMOT.NS,Consumer Durables,Motor Vehicles
EIDPARRY.NS,Process Industries,Chemicals: Agricultural
EIEL.NS,Industrial Services,Environmental Services
EIFFL.NS,Consumer Non-Durables,Food: Specialty/Candy
EIHAHOTELS.NS,Consumer Services,Hotels/Resorts/Cruise lines
EIHOTEL.NS,Consumer Services,Hotels/Resorts/Cruise lines
EIMCOELECO.NS,Producer Manufacturing,Trucks/Construction/Farm Machinery
EKC.NS,Producer Manufacturing,Industrial Machinery
EKI.NS,Utilities,Electric Utilities
ELANTAS.NS,Process Industries,Industrial Specialties
ELCIDIN.NS,Finance,Financial Conglomerates
ELDEHSG.NS,Finance,Real Estate Development
ELECON.NS,Producer Manufacturing,Electrical Products
ELECTCAST.NS,Non-Energy Minerals,Steel
ELECTHERM.NS,Non-Energy Minerals,Steel
ELGIEQUIP.NS,Producer Manufacturing,Industrial Machinery
ELGIRUBCO.NS,Producer Manufacturing,Miscellaneous Manufacturing
ELGNZ.NS,Industrial Services,Engineering & Construction
ELIN.NS,Electronic Technology,Electronic Production Equipment
ELITECON.NS,Process Industries,Textiles
ELLEN.NS,Process Industries,Chemicals: Specialty
ELPROINTL.NS,Electronic Technology,Electronic Components
EMAMILTD.NS,Consumer Non-Durables,Household/Personal Care
EMAMIPAP.NS,Process Industries,Pulp & Paper
EMAMIREAL.NS,Finance,Real Estate Development
EMAPARTNER.NS,Commercial Services,Personnel Services
EMBASSY.RR.NS,Finance,Real Estate Investment Trusts
EMBDL.NS,Finance,Real Estate Development
EMCURE.NS,Health Technology,Pharmaceuticals: Major
EMIL.NS,Retail Trade,Electronics/Appliance Stores
EMKAY.NS,Finance,Investment Managers
EMKAYTOOLS.NS,Producer Manufacturing,Industrial Machinery
EMMBI.NS,Process Industries,Containers/Packaging
EMMIL.NS,Producer Manufacturing,Industrial Machinery
EMMVEE.NS,Electronic Technology,Semiconductors
EMPIND.NS,Distribution Services,Food Distributors
EMPOWER.NS,Distribution Services,Electronics Distributors
EMSLIMITED.NS,Industrial Services,Engineering & Construction
EMUDHRA.NS,Technology Services,Packaged Software
ENCOMPAS.NS,Consumer Durables,Home Furnishings
ENDURANCE.NS,Producer Manufacturing,Metal Fabrication
ENERGYDEV.NS,Utilities,Electric Utilities
ENFUSE.NS,Technology Services,Information Technology Services
ENGINERSIN.NS,Industrial Services,Engineering & Construction
ENIL.NS,Consumer Services,Broadcasting
ENKEIWHEL.NS,Producer Manufacturing,Auto Parts: OEM
ENRIN.NS,Producer Manufacturing,Electrical Products
ENSER.NS,Commercial Services,Miscellaneous Commercial Services
ENTERO.NS,Distribution Services,Medical Distributors
ENVIRO.NS,Producer Manufacturing,Industrial Machinery
EPACK.NS,Producer Manufacturing,Industrial Machinery
EPACKPEB.NS,Industrial Services,Engineering & Construction
EPIGRAL.NS,Process Industries,Chemicals: Agricultural
EPL.NS,Process Industries,Containers/Packaging
EPWINDIA.NS,Technology Services,Information Technology Services
EQUIPPP.NS,Technology Services,Internet Software/Services
EQUITASBNK.NS,Finance,Regional Banks
ERIS.NS,Health Technology,Pharmaceuticals: Major
ESABINDIA.NS,Producer Manufacturing,Electrical Products
ESAFSFB.NS,Finance,Regional Banks
ESCONET.NS,Technology Services,Information Technology Services
ESCORTS.NS,Producer Manufacturing,Auto Parts: OEM
ESDS.NS,Technology Services,Information Technology Services
ESFL.NS,Producer Manufacturing,Miscellaneous Manufacturing
ESPRIT.NS,Non-Energy Minerals,Construction Materials
ESSARSHPNG.NS,Transportation,Other Transportation
ESSENTIA.NS,Consumer Non-Durables,Apparel/Footwear
ESTER.NS,Process Industries,Industrial Specialties
ETERNAL.NS,Technology Services,Internet Software/Services
ETHOSLTD.NS,Retail Trade,Catalog/Specialty Distribution
ETL.NS,,
ETML.NS,Consumer Durables,Automotive Aftermarket
EUREKAFORB.NS,Producer Manufacturing,Industrial Machinery
EUROBOND.NS,Non-Energy Minerals,Aluminum
EUROPRATIK.NS,Producer Manufacturing,Office Equipment/Supplies
EUROTEXIND.NS,Process Industries,Textiles
EVEREADY.NS,Producer Manufacturing,Electrical Products
EVERESTIND.NS,Distribution Services,Wholesale Distributors
EXCELINDUS.NS,Process Industries,Chemicals: Agricultural
EXCELLENT.NS,Producer Manufacturing,Electrical Products
EXCELSOFT.NS,Technology Services,Packaged Software
EXICOM.NS,Producer Manufacturing,Electrical Products
EXIDEIND.NS,Producer Manufacturing,Auto Parts: OEM
EXIMROUTES.NS,Distribution Services,Wholesale Distributors
EXPLEOSOL.NS,Technology Services,Information Technology Services
EXXARO.NS,Producer Manufacturing,Building Products
FABTECH.NS,Health Technology,Biotechnology
FACT.NS,Process Industries,Chemicals: Agricultural
FAIRCHEMOR.NS,Process Industries,Chemicals: Specialty
FALCONTECH.NS,Industrial Services,Engineering & Construction
FASCINATE.NS,Consumer Non-Durables,Apparel/Footwear
FAZE3Q.NS,Process Industries,Textiles
FCL.NS,Process Industries,Industrial Specialties
FCONSUMER.NS,Consumer Non-Durables,Food: Major Diversified
FCSSOFT.NS,Commercial Services,Miscellaneous Commercial Services
FDC.NS,Health Technology,Pharmaceuticals: Major
FEDDERSHOL.NS,Finance,Financial Conglomerates
FEDERALBNK.NS,Finance,Major Banks
FEDFINA.NS,Finance,Finance/Rental/Leasing
FEL.NS,Process Industries,Textiles
FELDVR.NS,Process Industries,Textiles
FELIX.NS,Industrial Services,Environmental Services
FERMENTA.NS,Health Technology,Biotechnology
FIBERWEB.NS,Producer Manufacturing,Industrial Conglomerates
FIDEL.NS,Technology Services,Information Technology Services
FIEMIND.NS,Producer Manufacturing,Auto Parts: OEM
FILATEX.NS,Process Industries,Textiles
FILATFASH.NS,Process Industries,Textiles
FINBUD.NS,Finance,Finance/Rental/Leasing
FINCABLES.NS,Producer Manufacturing,Electrical Products
FINEORG.NS,Process Industries,Chemicals: Major Diversified
FINKURVE.NS,Finance,Finance/Rental/Leasing
FINOPB.NS,Finance,Regional Banks
FINPIPE.NS,Producer Manufacturing,Miscellaneous Manufacturing
FIRSTCRY.NS,Retail Trade,Apparel/Footwear Retail
FISCHER.NS,Process Industries,Chemicals: Specialty
FIVESTAR.NS,Finance,Finance/Rental/Leasing
FLAIR.NS,Producer Manufacturing,Office Equipment/Supplies
FLEXITUFF.NS,Process Industries,Containers/Packaging
FLFL.NS,Retail Trade,Apparel/Footwear Retail
FLUOROCHEM.NS,Process Industries,Chemicals: Specialty
FLYSBS.NS,Transportation,Airlines
FMGOETZE.NS,Producer Manufacturing,Industrial Machinery
FMNL.NS,Transportation,Air Freight/Couriers
FOCE.NS,Consumer Durables,Other Consumer Specialties
FOCUS.NS,Producer Manufacturing,Electrical Products
FONEBOX.NS,Retail Trade,Electronics/Appliance Stores
FOODSIN.NS,Consumer Non-Durables,Food: Specialty/Candy
FORCAS.NS,Consumer Non-Durables,Apparel/Footwear
FORCEMOT.NS,Consumer Durables,Motor Vehicles
FORGEAUTO.NS,Producer Manufacturing,Metal Fabrication
FORTIS.NS,Health Services,Hospital/Nursing Management
FOSECOIND.NS,Process Industries,Chemicals: Major Diversified
FRACTAL.NS,Technology Services,Packaged Software
FREDUN.NS,Health Technology,Pharmaceuticals: Major
FRESHARA.NS,Consumer Non-Durables,Food: Specialty/Candy
FROG.NS,Electronic Technology,Telecommunications Equipment
FRONTSP.NS,Producer Manufacturing,Metal Fabrication
FSL.NS,Commercial Services,Miscellaneous Commercial Services
FUSION.NS,Finance,Finance/Rental/Leasing
FWSTC.NS,Commercial Services,Miscellaneous Commercial Services
GABRIEL.NS,Producer Manufacturing,Auto Parts: OEM
GAEL.NS,Consumer Non-Durables,Food: Specialty/Candy
GAIL.NS,Utilities,Gas Distributors
GAJA.NS,Finance,Investment Managers
GAJANAND.NS,Process Industries,Agricultural Commodities/Milling
GALAPREC.NS,Producer Manufacturing,Metal Fabrication
GALAXYSURF.NS,Consumer Non-Durables,Household/Personal Care
GALLANTT.NS,Non-Energy Minerals,Steel
GANDHAR.NS,Process Industries,Industrial Specialties
GANDHITUBE.NS,Non-Energy Minerals,Steel
GANECOS.NS,Process Industries,Textiles
GANESHBE.NS,Process Industries,Chemicals: Specialty
GANESHCP.NS,Process Industries,Agricultural Commodities/Milling
GANESHHOU.NS,Consumer Durables,Homebuilding
GANESHIN.NS,Industrial Services,Engineering & Construction
GANGABATH.NS,Producer Manufacturing,Building Products
GANGAFORGE.NS,Producer Manufacturing,Metal Fabrication
GANGESSECU.NS,Consumer Non-Durables,Food: Specialty/Candy
GARFIBRES.NS,Producer Manufacturing,Miscellaneous Manufacturing
GARUDA.NS,Industrial Services,Engineering & Construction
GATECH.NS,Finance,Investment Banks/Brokers
GATECHDVR.NS,Finance,Investment Banks/Brokers
GATEWAY.NS,Transportation,Railroads
GAUDIUMIVF.NS,Health Services,Medical/Nursing Services
GAYAHWS.NS,Industrial Services,Engineering & Construction
GAYAPROJ.NS,Industrial Services,Engineering & Construction
GCHOTELS.NS,Consumer Services,Hotels/Resorts/Cruise lines
GCSL.NS,Finance,Investment Banks/Brokers
GEECEE.NS,Finance,Real Estate Development
GEEKAYWIRE.NS,Non-Energy Minerals,Steel
GEMAROMA.NS,Process Industries,Chemicals: Major Diversified
GENCON.NS,Industrial Services,Engineering & Construction
GENESYS.NS,Technology Services,Packaged Software
GENSOL.NS,Industrial Services,Engineering & Construction
GENUSPAPER.NS,Process Industries,Pulp & Paper
GENUSPOWER.NS,Electronic Technology,Electronic Equipment/Instruments
GENXAI.NS,Technology Services,Packaged Software
GEOJITFSL.NS,Finance,Investment Banks/Brokers
GESHIP.NS,Transportation,Marine Shipping
GFLLIMITED.NS,Consumer Services,Movies/Entertainment
GFSTEELS.NS,Non-Energy Minerals,Steel
GGBL.NS,Electronic Technology,Semiconductors
GHCL.NS,Process Industries,Textiles
GHCLTEXTIL.NS,Process Industries,Textiles
GICHSGFIN.NS,Finance,Finance/Rental/Leasing
GICL.NS,Transportation,Trucking
GICRE.NS,Finance,Specialty Insurance
GILLANDERS.NS,Consumer Non-Durables,Food: Major Diversified
GILLETTE.NS,Consumer Non-Durables,Household/Personal Care
GINNIFILA.NS,Process Industries,Textiles
GIPCL.NS,Utilities,Electric Utilities
GIRIRAJ.NS,Industrial Services,Engineering & Construction
GJL.NS,Consumer Durables,Other Consumer Specialties
GKB.NS,Health Technology,Medical Specialties
GKENERGY.NS,Industrial Services,Engineering & Construction
GKSL.NS,Health Services,Hospital/Nursing Management
GKWLIMITED.NS,Transportation,Other Transportation
GLAND.NS,Health Technology,Pharmaceuticals: Major
GLAXO.NS,Health Technology,Pharmaceuticals: Major
GLENMARK.NS,Health Technology,Pharmaceuticals: Major
GLFL.NS,Finance,Finance/Rental/Leasing
GLOBAL.NS,Commercial Services,Miscellaneous Commercial Services
GLOBALE.NS,Process Industries,Textiles
GLOBALPET.NS,Producer Manufacturing,Industrial Machinery
GLOBALVECT.NS,Industrial Services,Oilfield Services/Equipment
GLOBE.NS,Process Industries,Textiles
GLOBECIVIL.NS,Industrial Services,Engineering & Construction
GLOBUSSPR.NS,Consumer Non-Durables,Beverages: Alcoholic
GLOSTERLTD.NS,Process Industries,Textiles
GLOTTIS.NS,Transportation,Marine Shipping
GMBREW.NS,Consumer Non-Durables,Beverages: Alcoholic
GMDCLTD.NS,Distribution Services,Wholesale Distributors
GML.NS,Health Technology,Medical Specialties
GMMPFAUDLR.NS,Producer Manufacturing,Industrial Machinery
GMRAIRPORT.NS,Transportation,Other Transportation
GMRP&UI.NS,Industrial Services,Engineering & Construction
GNA.NS,Producer Manufacturing,Auto Parts: OEM
GNFC.NS,Process Industries,Chemicals: Specialty
GNRL.NS,Energy Minerals,Integrated Oil
GOACARBON.NS,Process Industries,Industrial Specialties
GOCLCORP.NS,Process Industries,Industrial Specialties
GOCOLORS.NS,Consumer Non-Durables,Apparel/Footwear
GODAVARIB.NS,Process Industries,Agricultural Commodities/Milling
