Ticker,Current_Price,High_52W,Pct_From_High,Avg_Volume,Return_1W,Return_1M,Return_3M,Return_6M,RS_Composite,EMA_10,EMA_20,SMA_50,SMA_100,SMA_200,RS_Percentile
ACUTAAS.NS,3260.89990234375,3740.0,-12.810163038937162,399111.964,3.1734418018235733,-1.1219261073904918,1.6806954269956265,51.34594609416943,0.21135546024470717,3213.5493626838297,3231.5319028966783,3345.79599609375,3135.689001464844,2549.976998901367,68
NAUKRI.NS,1273.0,1423.5480532701476,-10.575551202807066,1713223.1952191235,-6.12094395280236,-0.7020280811232404,32.48901844773735,30.75252423301307,0.21295215216021549,1318.6740432078313,1315.0780771938712,1249.1494091796876,1113.1656536865235,1147.3624456787109,68
NIITLTD.NS,93.95999908447266,115.13916690922679,-18.394407735685046,1072690.238095238,-3.462450100876069,-0.4726438721158299,8.844861013733318,45.48768191830001,0.20407757286929232,97.45006602020587,97.51210568447823,97.04558029174805,88.68261936187744,82.53724493026733,68
GLAXO.NS,2935.0,3120.699951171875,-5.950586537553592,91425.656,-3.7736498465966717,12.89764415608734,34.948739334492544,19.470942450964213,0.20475162627291246,2959.156852567055,2896.1693719275745,2669.305986328125,2479.350986328125,2442.238651123047,68
SHYAMMETL.NS,1089.0,1111.0,-1.980198019801982,375352.358565737,1.0204081632652962,8.563455937070085,12.826519902156441,38.17543010763514,0.20932860017441532,1067.0277354417183,1048.0963902431206,1016.33041015625,970.538607788086,895.2502310180664,68
GANECOS.NS,1022.2000122070312,1355.2448855960902,-24.574516157836122,324994.372,0.04893804385104339,-3.9556548613757125,12.052618493508493,44.92096797166327,0.2079793556882782,1026.6547551704275,1047.642821669292,1093.7699926757812,1035.4509979248046,935.3984988403321,68
GEOJITFSL.NS,80.48999786376953,86.5,-6.947979348243316,993752.8072289156,-3.3965456570092645,4.505325073933908,13.572345148462418,40.079663617130265,0.20664979440476688,81.98702032936309,81.20682833275202,79.40271011352539,75.27191032409668,70.94813154220581,68
DIXON.NS,14181.0,18471.0,-23.225596881598175,529533.7182539683,-2.8032899246058895,1.1267203879341103,22.82175645245106,33.55622527783011,0.20214032131993595,14351.791355260058,14355.752216381918,14058.42,12780.38,12145.48,67
COSMOFIRST.NS,902.0499877929688,996.0,-9.432732149300326,101011.07630522088,-2.9218708628270362,1.0700266434698902,21.34162782097857,34.93441488881403,0.2029807254423046,928.6578088432533,924.0836631939179,886.7251220703125,816.7269720458985,740.0406948852539,67
BHARATSE.NS,224.5,261.4935961713362,-14.147037140862606,565672.3944223108,2.394526795895091,-5.29424294038825,30.953890673569774,28.46703193410971,0.19853584067226676,221.83292933371956,223.79886187708397,228.00390167236327,206.40473342895507,187.84618881225586,67
